,ADANIENT.csv,ADANIPORTS.csv,APOLLOHOSP.csv,ASIANPAINT.csv,AXISBANK.csv,BAJAJ-AUTO.csv,BAJAJFINSV.csv,BAJFINANCE.csv,BANKNIFTY.csv,BEL.csv,BHARTIARTL.csv,BPCL.csv,BRITANNIA.csv,CIPLA.csv,COALINDIA.csv,DRREDDY.csv,EICHERMOT.csv,GRASIM.csv,HCLTECH.csv,HDFCBANK.csv,HDFCLIFE.csv,HEROMOTOCO.csv,HINDALCO.csv,HINDUNILVR.csv,ICICIBANK.csv,INDUSINDBK.csv,INFY.csv,ITC.csv,JSWSTEEL.csv,KOTAKBANK.csv,LT.csv,M&M.csv,MARUTI.csv,NESTLEIND.csv,NIFTY50.csv,NTPC.csv,ONGC.csv,POWERGRID.csv,RELIANCE.csv,SBILIFE.csv,SBIN.csv,SHRIRAMFIN.csv,SUNPHARMA.csv,TATACONSUM.csv,TATAMOTORS.csv,TATASTEEL.csv,TCS.csv,TECHM.csv,TITAN.csv,TRENT.csv,ULTRACEMCO.csv,WIPRO.csv
INDUSINDBK.csv,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,N/A,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated
INFY.csv,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,N/A,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated
ITC.csv,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,N/A,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated
JSWSTEEL.csv,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,N/A,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,cointegrated,cointegrated,cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated
KOTAKBANK.csv,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,N/A,cointegrated,cointegrated,cointegrated,cointegrated,cointegrated,cointegrated,cointegrated,cointegrated,cointegrated,cointegrated,cointegrated,cointegrated,cointegrated,cointegrated,cointegrated,cointegrated,cointegrated,cointegrated,cointegrated,cointegrated,cointegrated,cointegrated
LT.csv,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,N/A,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated
M&M.csv,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,N/A,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated
MARUTI.csv,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,cointegrated,not-cointegrated,not-cointegrated,N/A,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated
NESTLEIND.csv,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,N/A,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated
NIFTY50.csv,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,N/A,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated
NTPC.csv,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,N/A,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated
ONGC.csv,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,N/A,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated
POWERGRID.csv,not-cointegrated,cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,N/A,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated
RELIANCE.csv,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,N/A,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated
SBILIFE.csv,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,N/A,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated
SBIN.csv,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,N/A,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated
SHRIRAMFIN.csv,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,N/A,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,cointegrated,not-cointegrated
SUNPHARMA.csv,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,N/A,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated
TATACONSUM.csv,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,N/A,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated
TATAMOTORS.csv,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,cointegrated,not-cointegrated,not-cointegrated,cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,N/A,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated
TATASTEEL.csv,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,N/A,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated
TCS.csv,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,N/A,not-cointegrated,not-cointegrated,cointegrated,cointegrated,not-cointegrated
TECHM.csv,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,N/A,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated
TITAN.csv,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,N/A,not-cointegrated,not-cointegrated,not-cointegrated
TRENT.csv,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,N/A,not-cointegrated,not-cointegrated
ULTRACEMCO.csv,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,N/A,not-cointegrated
WIPRO.csv,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,not-cointegrated,N/A
